CustomerID,Recency,Frequency,Monetary,AvgOrderValue,CustomerTenureDays,Cluster,SegmentName,ProbAlive,ExpPurchases_90D,ExpAvgSpend,CLV_90D
12374,25,1,742.9300000000001,742.9300000000001,25,0,Potential Loyalists,1.0,0.7918508048730493,416.9460280538009,323.66483987382634
12375,11,2,457.5,228.75,98,0,Potential Loyalists,0.9994298345198821,0.9840523820171664,329.31773960206317,317.69143841547617
12377,315,2,1628.1200000000001,814.0600000000001,355,2,Loyal Customers,0.9938613912985078,0.3862769503178176,513.7681798384219,194.5529530196099
12378,130,1,4008.62,4008.62,130,2,Loyal Customers,1.0,0.3758054953050638,416.9460280538009,153.60838699821088
12379,82,2,852.24,426.12,170,2,Loyal Customers,0.9989154932837945,0.6871919129493107,405.61021012546445,273.24921554831514
12380,22,4,2724.81,681.2025,186,2,Loyal Customers,0.9994533736530751,1.355241528230183,624.9529532945089,830.3021085333262
12381,5,5,1845.31,369.062,120,1,Champions,0.9996088229418759,2.3098937973004263,205.68951335233118,465.7753531892354
12383,185,5,1850.56,370.11199999999997,352,2,Loyal Customers,0.9943798932168313,1.0260382897028686,336.03301978327454,338.0005980882364
12384,29,2,585.27,292.635,122,0,Potential Loyalists,0.9993184818174478,0.8648053595362339,359.51145463123976,304.7917508096656
12386,338,2,401.9,200.95,367,3,At Risk / Hibernating,0.9922957980931496,0.37502831353261873,290.4325942142279,106.77786546896769
12388,16,6,2780.6600000000003,463.4433333333334,327,1,Champions,0.9995992895597366,1.3270644613246017,459.86813370239565,598.2701430280852
12390,80,1,549.84,549.84,80,3,At Risk / Hibernating,1.0,0.5028162745542563,416.9460280538009,205.5233846940691
12391,22,1,460.89,460.89,22,0,Potential Loyalists,1.0,0.827067906222666,416.9460280538009,338.0596662121936
12393,72,4,1582.6000000000001,395.65000000000003,333,2,Loyal Customers,0.9991623371310265,0.8581508549839466,385.558979317905,324.3593286920696
12394,64,2,1272.48,636.24,217,2,Loyal Customers,0.99919769057146,0.5744068202697136,636.0578057137043,358.16909949631327
12395,19,12,3018.63,251.5525,371,1,Champions,0.9996480140076898,2.2136934542455533,282.87677750198196,613.8846959985682
12397,36,2,2409.9,1204.95,135,2,Loyal Customers,0.9992816930255288,0.8054132530834907,776.3075658423467,612.9494528638568
12398,46,1,1635.6599999999999,1635.6599999999999,46,2,Loyal Customers,1.0,0.652856463211683,416.9460280538009,266.8515656011271
12399,119,4,1108.65,277.1625,262,2,Loyal Customers,0.9978271911688613,1.041403568395965,313.65628044711923,320.21749107581235
12401,303,1,84.3,84.3,303,3,At Risk / Hibernating,1.0,0.19999894856946523,416.9460280538009,81.74841595282066
12402,323,1,225.60000000000002,225.60000000000002,323,3,At Risk / Hibernating,1.0,0.18979348234935203,416.9460280538009,77.57698871983051
12403,50,1,427.7,427.7,50,3,At Risk / Hibernating,1.0,0.6307145960879933,416.9460280538009,257.80118548055043
12405,149,1,1710.39,1710.39,149,2,Loyal Customers,1.0,0.3428922366532319,416.9460280538009,140.15526732680286
12406,22,2,3415.3,1707.65,184,2,Loyal Customers,0.9993981769261707,0.6520503007025734,1052.918571560848,673.0508398480829
12407,50,5,1708.12,341.62399999999997,264,2,Loyal Customers,0.9992399325427869,1.3035383491428174,380.9438083552445,486.8069456017001
12408,33,5,2888.55,577.71,260,2,Loyal Customers,0.9994188205030963,1.0462353570956733,609.0359284693566,624.6608795903632
12409,79,3,11072.67,3690.89,183,2,Loyal Customers,0.9987302912549497,1.0123387659597807,1690.6428678642255,1677.837151241437
12410,309,2,693.33,346.665,309,3,At Risk / Hibernating,1.0,0.197346053596166,416.9460280538009,80.66405995347172
12412,75,3,1226.88,408.96000000000004,169,2,Loyal Customers,0.9987293863924379,1.0676416045846773,378.55785413378317,396.2140175905778
12413,67,3,758.1,252.70000000000002,337,2,Loyal Customers,0.9992676582747847,0.6261600502075,241.59675272004327,148.30245396466145
12414,217,3,562.4100000000001,187.47000000000003,310,3,At Risk / Hibernating,0.9951153932240597,0.6679842522869742,282.60325968266045,185.06116872239681
12415,24,21,124914.53,5948.310952380953,338,1,Champions,0.9995654536021307,3.506663040674589,7323.629188093691,25176.333909918903
12417,3,9,3649.1,405.4555555555555,358,1,Champions,0.999733890708674,1.86425065805014,419.36729646462885,766.4271555276198
12418,113,1,668.58,668.58,113,3,At Risk / Hibernating,1.0,0.4111133059469782,416.9460280538009,168.04026903462932
12420,64,1,600.39,600.39,64,3,At Risk / Hibernating,1.0,0.5637907092546836,416.9460280538009,230.44637764675514
12421,16,4,807.04,201.76,319,0,Potential Loyalists,0.999543121156804,0.8872431161187726,272.600919732952,237.10564712985263
12422,96,3,803.5600000000001,267.85333333333335,325,2,Loyal Customers,0.999030481958091,0.6467208657703325,332.016416493315,210.49817246445969
12423,1,8,1859.31,232.41375,354,1,Champions,0.9997303711453683,1.6687174731710663,258.07445606748405,422.1821254365508
12424,163,2,1760.96,880.48,163,2,Loyal Customers,1.0,0.32210579217928065,416.9460280538009,131.65891946653005
12425,78,1,777.2,777.2,78,3,At Risk / Hibernating,1.0,0.5062381486691934,416.9460280538009,206.92205834880286
12426,195,1,582.73,582.73,195,3,At Risk / Hibernating,1.0,0.2829058144344841,416.9460280538009,115.63614046749237
12427,22,3,825.8000000000001,275.2666666666667,372,0,Potential Loyalists,0.9994906418159633,0.5779004079340024,318.5076473275098,180.44494984626425
12428,26,9,7956.46,884.0511111111111,284,1,Champions,0.9995162337944334,1.7446015986823138,484.71155852817753,828.9946106305313
12429,9,4,3750.4,937.6,366,1,Champions,0.9995742946964982,0.793223094558601,709.3732038151204,551.6225808728962
12430,43,1,256.4,256.4,43,3,At Risk / Hibernating,1.0,0.6645208110997811,416.9460280538009,271.6193111494694
12431,36,15,6487.45,432.49666666666667,374,1,Champions,0.9994264434280955,2.8136446375144746,466.9907901240636,1288.1001034112196
12432,43,5,5059.32,1011.8639999999999,172,2,Loyal Customers,0.9992378565885407,1.054886343842151,704.0446337443013,728.0780578662909
12433,1,7,13375.87,1910.8385714285716,373,1,Champions,0.9996802008871137,1.18604337587958,1937.0540329739758,2252.2378922091334
12434,85,2,806.14,403.07,260,2,Loyal Customers,0.9991274526231892,0.49928750056514065,464.48749261353,227.35086688688332
12435,80,2,7829.89,3914.945,268,2,Loyal Customers,0.9991690662064262,0.48890472362506476,2002.8106296483656,959.9221463675808
12436,100,1,509.01,509.01,100,3,At Risk / Hibernating,1.0,0.4429365425240585,416.9460280538009,181.04785143984927
12437,2,18,4951.41,275.0783333333333,331,1,Champions,0.9998193612884076,3.3352291024415615,332.63974541561197,1087.606810897051
12438,14,2,2906.85,1453.425,140,2,Loyal Customers,0.999421886910269,0.786251168091118,1155.7794793070777,890.8577113065478
12441,367,1,173.55,173.55,367,3,At Risk / Hibernating,1.0,0.17102991131587994,416.9460280538009,69.90748450613242
12442,3,1,172.06,172.06,3,0,Potential Loyalists,1.0,1.0340116510919786,416.9460280538009,422.64699091651573
12444,21,5,5005.46,1001.092,171,1,Champions,0.9994514462882877,1.8090847365073512,701.045947576031,1243.3047267962822
12445,22,1,133.4,133.4,22,0,Potential Loyalists,1.0,0.8179731769372953,416.9460280538009,334.34223777226634
12446,58,1,1002.3100000000001,1002.3100000000001,58,3,At Risk / Hibernating,1.0,0.5906504285268684,416.9460280538009,241.4251543093273
12447,243,1,476.49,476.49,243,3,At Risk / Hibernating,1.0,0.23846712773301681,416.9460280538009,97.47207068516131
12448,44,1,449.45,449.45,44,3,At Risk / Hibernating,1.0,0.658636996609732,416.9460280538009,269.21433052901926
12449,22,4,4067.29,1016.8225,187,2,Loyal Customers,0.9994458768553787,1.3446425102567072,886.8996469102499,1169.1047642343
12450,156,2,197.88,98.94,173,3,At Risk / Hibernating,0.9966346164821376,0.6771218137231494,268.72710925902294,178.3816947720694
12451,11,5,9035.52,1807.104,325,1,Champions,0.9996006926963119,1.1049143605135416,1278.1122163746325,1384.425449006366
12452,17,2,430.57000000000005,215.28500000000003,17,0,Potential Loyalists,1.0,0.8757538718250983,416.9460280538009,357.959830801703
12453,134,1,707.09,707.09,134,3,At Risk / Hibernating,1.0,0.3665466020275492,416.9460280538009,149.82386336572912
12454,56,1,3528.34,3528.34,56,2,Loyal Customers,1.0,0.5953778621337587,416.9460280538009,243.3574693926252
12455,73,6,2466.86,411.1433333333334,297,2,Loyal Customers,0.9988269374951084,1.4350324353930006,205.80313001647949,289.52476551338987
12456,44,3,3181.04,1060.3466666666666,255,2,Loyal Customers,0.9993289914897858,0.7871262567428361,861.4394860851758,664.7236592813084
12457,66,7,2363.23,337.6042857142857,239,2,Loyal Customers,0.9984831587467807,1.9917774767030694,304.2235480464685,594.0264346228439
12458,71,2,947.4,473.7,285,2,Loyal Customers,0.9992324747493583,0.4653864421977788,457.8326832900299,208.87785356080303
12461,94,2,826.88,413.44,155,2,Loyal Customers,0.9986161812520545,0.7362862238190903,316.75626745777436,228.63563729496397
12462,19,2,1189.59,594.795,303,0,Potential Loyalists,0.9994423662972335,0.44170677013014065,421.8108146409663,182.65166203021286
12463,53,4,1344.78,336.195,242,2,Loyal Customers,0.9991949799357831,1.1101159936077556,355.3358382132533,386.7046524188323
12464,10,8,1212.05,151.50625,309,1,Champions,0.9996486615316934,1.6248149835108734,207.11316627212497,329.9010194637095
12465,17,2,742.19,371.095,169,0,Potential Loyalists,0.9994168295472744,0.6904261443774702,363.5154238772318,246.0436029064256
12468,188,2,729.54,364.77,316,3,At Risk / Hibernating,0.9982853542900192,0.42629628974142114,459.43519462608435,192.00284640537419
12471,2,30,19824.05,660.8016666666666,365,1,Champions,0.9998477545997748,4.120137139662315,890.1173270032131,3595.2659742762858
12472,32,7,6572.11,938.8728571428571,369,1,Champions,0.9995089466184862,1.4020375262473914,757.3527618722475,1040.9499000528356
12473,29,5,3938.55,787.71,192,2,Loyal Customers,0.9993822597177006,1.3238693059470066,900.8240426848929,1169.1148735966271
12474,17,18,7375.79,409.7661111111111,330,1,Champions,0.9996705425021649,3.8035551297558046,443.4676845734939,1653.5746920014024
12475,54,1,723.38,723.38,54,3,At Risk / Hibernating,1.0,0.6100253908571814,416.9460280538009,249.34457445004938
12476,16,11,6816.42,619.6745454545454,361,1,Champions,0.9996696316563337,2.0560070918846747,717.1280540712506,1445.417634664147
12477,23,6,13219.74,2203.29,302,1,Champions,0.9995429374407159,1.4166542088194487,1840.8810865455239,2556.5930975998717
12478,4,1,680.99,680.99,4,0,Potential Loyalists,1.0,1.0340116510919786,416.9460280538009,422.64699091651573
12479,11,1,527.2,527.2,11,0,Potential Loyalists,1.0,0.9305304735307653,416.9460280538009,380.34951849305605
12480,28,4,3281.63,820.4075,336,2,Loyal Customers,0.9994831983524367,0.8499476464490533,708.5281370370731,590.3658200324662
12481,23,10,5596.32,559.632,366,1,Champions,0.9995948942087199,1.6223575194809388,725.361148484116,1153.646766853772
12483,17,8,2484.98,310.6225,339,1,Champions,0.9996238027694426,1.7257939884970146,296.77946562606843,502.1053186524676
12484,33,6,4541.72,756.9533333333334,336,2,Loyal Customers,0.9994834417290847,1.2941464272345955,630.7732369543193,800.2554876298511
12488,10,3,1298.66,432.8866666666667,76,0,Potential Loyalists,0.9994675897871342,1.7660555833344806,388.9484859827853,673.393352216676
12489,336,1,334.93,334.93,336,3,At Risk / Hibernating,1.0,0.18370051608224094,416.9460280538009,75.086522928905
12490,5,10,5417.93,541.793,330,1,Champions,0.9997361055563536,2.2214611911673146,495.7623644603346,1079.6533737708733
12491,39,1,460.40000000000003,460.40000000000003,39,0,Potential Loyalists,1.0,0.6955905116847341,416.9460280538009,284.31890129330804
12492,63,2,263.21000000000004,131.60500000000002,105,3,At Risk / Hibernating,0.9988423708921962,0.9438985078748897,287.5785538520329,266.1055558749499
12493,166,2,433.74,216.87,197,3,At Risk / Hibernating,0.997017543416532,0.616254781517938,317.3289228055287,191.70874532834063
12494,16,7,1246.1,178.0142857142857,366,2,Loyal Customers,0.9996280266331813,1.4151283312251144,233.6785071898007,324.180266617347
12497,82,1,1043.1,1043.1,82,3,At Risk / Hibernating,1.0,0.49610945640804094,416.9460280538009,202.78200691206723
12498,21,3,403.70000000000005,134.5666666666667,58,0,Potential Loyalists,0.9992893160322199,1.3041956322726134,296.64405746204716,379.2719532829466
12500,23,11,4257.82,387.07454545454544,334,1,Champions,0.9995841949229449,2.1990229839509716,432.7217492099354,932.8472797019701
12501,337,1,2169.39,2169.39,337,3,At Risk / Hibernating,1.0,0.18370051608224094,416.9460280538009,75.086522928905
12502,96,5,3723.87,744.774,310,2,Loyal Customers,0.9985753113545428,1.1475838525389117,695.5013101732325,782.4459834425876
12504,18,2,482.04999999999995,241.02499999999998,30,0,Potential Loyalists,0.999265027476786,1.6600204098032438,239.47088645237966,389.70740392574476
12506,233,1,73.5,73.5,233,3,At Risk / Hibernating,1.0,0.2471834875372397,416.9460280538009,101.03483474191951
12507,134,3,1304.81,434.93666666666667,299,2,Loyal Customers,0.9983989995902312,0.6921038525750697,424.76757503842117,288.200376224273
12508,26,2,398.27,199.135,29,0,Potential Loyalists,0.9991052762185642,1.6766999106757228,281.2331631438517,462.2685930995916
12509,284,1,176.5,176.5,284,3,At Risk / Hibernating,1.0,0.21076545282052764,416.9460280538009,86.1491645454829
12510,143,2,982.5699999999999,491.28499999999997,325,2,Loyal Customers,0.9988482216372948,0.41679238949348424,363.64011496101705,148.5810469614514
12512,66,2,138.03,69.015,66,3,At Risk / Hibernating,1.0,0.551256579291776,416.9460280538009,225.32311472719084
12513,113,1,612.29,612.29,113,3,At Risk / Hibernating,1.0,0.4111133059469782,416.9460280538009,168.04026903462932
12514,267,1,1017.6800000000001,1017.6800000000001,267,3,At Risk / Hibernating,1.0,0.22143094177008768,416.9460280538009,90.50862390071362
12515,353,1,383.7,383.7,353,3,At Risk / Hibernating,1.0,0.17629929223329655,416.9460280538009,72.06131427897861
12516,78,2,1312.06,656.03,181,2,Loyal Customers,0.9989990544945266,0.6596441641749727,560.9937732750019,362.77700831432094
12517,28,5,2502.84,500.56800000000004,190,2,Loyal Customers,0.9993912997649667,1.3289933178337157,533.3952495604467,694.934777893165
12518,1,5,2056.89,411.378,110,1,Champions,0.9996473961115058,2.4261429468562783,429.3896904668479,1021.2695246824142
12519,64,1,340.84000000000003,340.84000000000003,64,3,At Risk / Hibernating,1.0,0.5637907092546836,416.9460280538009,230.44637764675514
12520,79,5,2634.26,526.8520000000001,274,2,Loyal Customers,0.9987479080130839,1.2686078590940966,412.8912966307273,513.4937352255122
12521,143,1,599.68,599.68,143,3,At Risk / Hibernating,1.0,0.35264535172858624,416.9460280538009,144.14180112956143
12522,39,2,192.72,96.36,51,0,Potential Loyalists,0.9989555921661737,1.3689741684675722,272.1076230860889,365.18113057938376
12523,19,11,1789.77,162.70636363636365,332,1,Champions,0.999630345833143,2.435017411042342,194.59384096205406,464.51873250909694
12524,9,8,4485.72,560.715,334,1,Champions,0.9996780974958299,1.7516475233887578,567.5467504101775,974.5864932342394
12526,1,3,1316.66,438.8866666666667,94,0,Potential Loyalists,0.9995563845737809,1.560287102286544,405.08887458617596,619.6224210517961
12527,82,3,348.71000000000004,116.23666666666668,326,3,At Risk / Hibernating,0.999149988620078,0.6451564754484661,221.80116160850554,140.2816207161704
12528,9,6,1933.48,322.24666666666667,313,1,Champions,0.9996324104907038,1.3758751945419208,312.3647788747596,421.32100138269254
12530,60,4,1662.28,415.57,337,2,Loyal Customers,0.9992824186110595,0.8497769059414395,422.7179099730645,352.14984470018135
12531,15,1,125.22,125.22,15,0,Potential Loyalists,1.0,0.8968719462723965,416.9460280538009,366.59174757508026
12532,30,1,349.83000000000004,349.83000000000004,30,0,Potential Loyalists,1.0,0.7518339371168964,416.9460280538009,307.3081333353372
12534,131,1,1089.18,1089.18,131,3,At Risk / Hibernating,1.0,0.3739164839709714,416.9460280538009,152.8362636000274
12535,92,2,716.35,358.175,187,2,Loyal Customers,0.9988596253880834,0.6440305684871058,383.6738157558424,242.23708033822788
12536,43,3,12601.830000000002,4200.610000000001,59,2,Loyal Customers,0.9989240035928185,1.2833406454697789,4067.704213508185,5117.5681934093445
12538,29,1,363.95,363.95,29,0,Potential Loyalists,1.0,0.7595104315174132,416.9460280538009,310.44586416142715
12539,22,4,5568.35,1392.0875,334,2,Loyal Customers,0.999512692823985,0.8563161857121205,1041.5420657771213,874.3451362972379
12540,20,17,13400.24,788.2494117647059,362,1,Champions,0.9996619027631642,3.520478656741425,757.6377767952091,2614.7816149905384
12541,30,3,981.18,327.06,281,2,Loyal Customers,0.9994331416139509,0.7285569180550255,364.78371157931383,260.5378710600819
12544,36,1,372.7,372.7,36,0,Potential Loyalists,1.0,0.7088474102284074,416.9460280538009,289.73759499029745
12545,75,2,1000.39,500.195,260,2,Loyal Customers,0.9991817254551533,0.5008371201550359,396.29994253616803,194.5774092097316
12546,47,2,1161.5,580.75,78,2,Loyal Customers,0.9989832112428085,1.1251360558150687,409.72039770208835,451.9234432097028
12547,198,2,207.8,103.9,281,3,At Risk / Hibernating,0.9976780314227157,0.46998875972925475,246.74453300651749,113.68597482857375
12548,166,1,95.19999999999999,95.19999999999999,166,3,At Risk / Hibernating,1.0,0.3166218216068191,416.9460280538009,129.41737598379694
12550,79,1,964.83,964.83,79,3,At Risk / Hibernating,1.0,0.5028162745542563,416.9460280538009,205.5233846940691
12551,358,1,168.0,168.0,358,3,At Risk / Hibernating,1.0,0.17464368592808965,416.9460280538009,71.3845945206428
12552,39,2,437.82,218.91,40,0,Potential Loyalists,0.9988751034666368,1.521028330564365,279.81076115104247,417.2286834313858
12553,8,10,3692.28,369.228,330,1,Champions,0.9997154678254726,2.221415333147412,342.1287167516467,745.0601832611577
12556,50,2,603.71,301.855,151,0,Potential Loyalists,0.9991843405017647,0.7467531326497925,358.69403530420334,262.5870152528426
12557,16,5,11990.960000000001,2398.192,372,1,Champions,0.9995783832223508,0.9868627160993473,2295.4583169275843,2220.741883784957
12558,8,1,269.96,269.96,8,0,Potential Loyalists,1.0,0.9795455375880102,416.9460280538009,400.3842069411168
12559,311,2,561.71,280.855,320,3,At Risk / Hibernating,0.9905268339201868,0.41971233806857416,259.3060051508063,106.69305779785768
12560,5,3,2134.01,711.3366666666667,143,0,Potential Loyalists,0.9995254248124072,1.1995557138160653,419.41271916002086,493.2125992253193
12561,303,1,238.85,238.85,303,3,At Risk / Hibernating,1.0,0.20053810965994096,416.9460280538009,81.96879503795522
12562,8,7,3781.7400000000002,540.2485714285715,199,1,Champions,0.9996398902055404,2.3003053133789724,533.4935352256525,1203.0587800442968
12564,261,1,456.90000000000003,456.90000000000003,261,3,At Risk / Hibernating,1.0,0.22545763665263796,416.9460280538009,92.15451311587614
12565,289,1,145.92000000000002,145.92000000000002,289,3,At Risk / Hibernating,1.0,0.20840356862522524,416.9460280538009,85.18375752967816
12566,86,1,351.65,351.65,86,3,At Risk / Hibernating,1.0,0.4800999270339793,416.9460280538009,196.23819354080604
12567,23,10,9401.28,940.128,370,1,Champions,0.9996059997166868,1.8129432677628787,912.1580094046863,1621.1615613329618
12569,2,32,4124.6900000000005,128.89656250000002,252,1,Champions,0.9998686236684973,7.239536557775292,162.88329348984786,1156.0046833152649
12571,40,2,519.61,259.805,122,0,Potential Loyalists,0.9992250926435591,0.8647245409988297,349.66547720049573,296.41668399604936
12572,9,2,1020.4200000000001,510.21000000000004,52,0,Potential Loyalists,0.9994222223128882,1.369613640954728,449.6123081367821,603.6825621360902
12573,227,1,160.54000000000002,160.54000000000002,227,3,At Risk / Hibernating,1.0,0.2513596717158101,416.9460280538009,102.74182706787143
12574,316,1,218.45000000000002,218.45000000000002,316,3,At Risk / Hibernating,1.0,0.19374808181184813,416.9460280538009,79.19340910772809
12576,36,5,1315.83,263.166,305,2,Loyal Customers,0.9994327335861952,1.1639663352841971,297.14699084730637,339.0656117528928
12577,35,3,657.8,219.26666666666665,359,2,Loyal Customers,0.9994047895614833,0.3838932703074595,437.71123691772607,164.72898502436115
12578,21,2,2794.51,1397.255,330,2,Loyal Customers,0.9994377968149365,0.41181180928528194,772.0403598639192,311.6812273577822
12579,78,1,440.42,440.42,78,3,At Risk / Hibernating,1.0,0.5062381486691934,416.9460280538009,206.92205834880286
12580,247,1,415.7,415.7,247,3,At Risk / Hibernating,1.0,0.2361956106507191,416.9460280538009,96.54360061208392
12581,40,1,197.71,197.71,40,3,At Risk / Hibernating,1.0,0.6891462926528363,416.9460280538009,281.68485775936074
12582,239,2,511.36,255.68,289,3,At Risk / Hibernating,0.9962199554339592,0.45878407073746674,365.80142707996083,164.52261331786508
12583,3,15,7281.38,485.42533333333336,374,1,Champions,0.999813836187522,3.0182984675375915,455.73679496222996,1348.4918878422009
12584,4,9,2338.15,259.7944444444445,280,1,Champions,0.9997301861054635,2.275554511494344,257.53607451422124,574.5097751519036
12585,234,2,2040.1,1020.05,351,2,Loyal Customers,0.9977478441943677,0.39055765558427025,583.3411864022863,223.3467450955578
12586,17,1,196.94000000000003,196.94000000000003,17,0,Potential Loyalists,1.0,0.8655634485010557,416.9460280538009,353.79454187048543
12587,8,1,144.0,144.0,8,0,Potential Loyalists,1.0,0.9795455375880102,416.9460280538009,400.3842069411168
12588,39,1,214.89999999999998,214.89999999999998,39,3,At Risk / Hibernating,1.0,0.6891462926528363,416.9460280538009,281.68485775936074
12589,29,2,646.68,323.34,145,0,Potential Loyalists,0.9993411237417564,0.771420457090258,462.31232592972106,349.6219385622197
12590,211,2,9864.26,4932.13,211,2,Loyal Customers,1.0,0.26572594996969207,416.9460280538009,108.61396456244529
12591,317,1,452.84999999999997,452.84999999999997,317,3,At Risk / Hibernating,1.0,0.19274406209242811,416.9460280538009,78.7830216664005
12592,92,2,437.6,218.8,213,3,At Risk / Hibernating,0.998952495978525,0.582412726722577,319.4348166650124,182.3832925859919
12593,109,3,418.1,139.36666666666667,219,3,At Risk / Hibernating,0.9983164144402448,0.8849736470614155,211.0314249185547,183.08361373096193
12594,38,10,3338.2200000000003,333.822,323,1,Champions,0.9993988433975344,2.030447101512985,380.03001540289915,756.4524500866271
12596,51,2,618.27,309.135,242,2,Loyal Customers,0.9992935853116448,0.5282769590963259,385.25323615045517,199.5169872818918
12597,19,4,3811.22,952.805,268,2,Loyal Customers,0.9995094129898724,1.021489652183006,907.7166185933411,908.9840257773101
12598,10,8,3023.08,377.885,285,1,Champions,0.9996510143933717,1.7398938426089359,389.1098257442204,663.6926567543444
12599,29,7,1032.58,147.51142857142855,304,2,Loyal Customers,0.9994916435626808,1.6463372124108555,183.7465519834649,296.5582654061017
12600,29,10,2599.04,259.904,371,1,Champions,0.9995553176430292,2.009050121397186,295.94929940696113,582.881278597385
12601,190,5,577.0600000000001,115.412,333,2,Loyal Customers,0.9924037570366357,1.0750737479684263,177.8559756637713,187.44708072686427
12602,59,1,153.12,153.12,59,3,At Risk / Hibernating,1.0,0.5859974786974553,416.9460280538009,239.52328413305474
12603,22,1,739.1999999999999,739.1999999999999,22,0,Potential Loyalists,1.0,0.827067906222666,416.9460280538009,338.0596662121936
12604,79,2,254.18,127.09,262,3,At Risk / Hibernating,0.9991605176764005,0.49779078639463403,259.3429506571131,126.55904742690197
12607,60,1,1579.51,1579.51,60,2,Loyal Customers,1.0,0.5769080982349951,416.9460280538009,235.80804501970792
12609,78,3,1126.85,375.6166666666666,318,2,Loyal Customers,0.9991620603042065,0.6568348710566124,418.534459611823,269.5003449475507
12610,23,5,2099.54,419.908,126,2,Loyal Customers,0.9993716208733211,2.226436041133646,317.2443654557045,692.4309275171116
12611,52,1,1193.32,1193.32,52,2,Loyal Customers,1.0,0.6150693878726767,416.9460280538009,251.4062834017911
12612,74,1,704.04,704.04,74,3,At Risk / Hibernating,1.0,0.5204044314005793,416.9460280538009,212.7124546117273
12613,57,5,3344.38,668.876,262,2,Loyal Customers,0.9992432732316163,0.7680342900075101,950.4817356030006,715.6428552346945
12614,278,1,315.6,315.6,278,3,At Risk / Hibernating,1.0,0.21503017704195912,416.9460280538009,87.892346853725
12615,2,4,2291.19,572.7975,168,1,Champions,0.9995941415546071,1.4526686212402247,514.3236288649701,732.445275604751
12616,95,2,713.3,356.65,297,3,At Risk / Hibernating,0.9991183176687388,0.44880313607158767,435.7669796483343,191.7264663414166
12617,29,1,355.53000000000003,355.53000000000003,29,0,Potential Loyalists,1.0,0.7595104315174132,416.9460280538009,310.44586416142715
12618,22,1,177.31,177.31,22,0,Potential Loyalists,1.0,0.827067906222666,416.9460280538009,338.0596662121936
12619,16,9,3641.24,404.5822222222222,253,1,Champions,0.9996079528932902,2.4660620615792457,427.82305527719893,1034.2852569189074
