antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_list,consequents_list,antecedent_names,consequent_names,consequent_description
22698,22697,0.03224296330973141,0.04043536778044356,0.026917900403768506,0.8348457350272233,20.64642368434185,1.0,0.02561414432400817,5.810111124757975,0.9832689668589335,0.5882352941176471,0.8278862523405427,0.7502738081793136,['22698'],['22697'],['PINK REGENCY TEACUP AND SAUCER'],['GREEN REGENCY TEACUP AND SAUCER'],GREEN REGENCY TEACUP AND SAUCER
22697,22698,0.04043536778044356,0.03224296330973141,0.026917900403768506,0.6657018813314038,20.64642368434185,1.0,0.02561414432400817,2.8948922612682932,0.9916637500861718,0.5882352941176471,0.6545640010927779,0.7502738081793136,['22697'],['22698'],['GREEN REGENCY TEACUP AND SAUCER'],['PINK REGENCY TEACUP AND SAUCER'],PINK REGENCY TEACUP AND SAUCER
"22699, 22423",22698,0.02457721341213646,0.03224296330973141,0.01550705131956229,0.6309523809523809,19.568684642641085,1.0,0.014714609129259336,2.622309389741373,0.9728068259122968,0.3753541076487251,0.6186567443521126,0.5559480598046841,"['22699', '22423']",['22698'],"['ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']",['PINK REGENCY TEACUP AND SAUCER'],PINK REGENCY TEACUP AND SAUCER
22698,"22699, 22423",0.03224296330973141,0.02457721341213646,0.01550705131956229,0.48094373865698725,19.568684642641085,1.0,0.014714609129259336,1.8792236203143802,0.9805125759542916,0.3753541076487251,0.467865351845297,0.5559480598046841,['22698'],"['22699', '22423']",['PINK REGENCY TEACUP AND SAUCER'],"['ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']","ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER"
"22698, 22423",22699,0.01808180701035754,0.045643396336824855,0.01550705131956229,0.8576051779935275,18.789249854783836,1.0,0.014681736235702564,6.702186148452753,0.9642127870105922,0.32160194174757273,0.8507949528929666,0.5986743838685586,"['22698', '22423']",['22699'],"['PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']",['ROSES REGENCY TEACUP AND SAUCER'],ROSES REGENCY TEACUP AND SAUCER
22699,"22698, 22423",0.045643396336824855,0.01808180701035754,0.01550705131956229,0.33974358974358976,18.789249854783836,1.0,0.014681736235702564,1.4871770689940216,0.9920590205431197,0.32160194174757273,0.3275851135356499,0.5986743838685586,['22699'],"['22698', '22423']",['ROSES REGENCY TEACUP AND SAUCER'],"['PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']","PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER"
"22698, 22697",22699,0.026917900403768506,0.045643396336824855,0.022821698168412428,0.8478260869565217,18.575,1.0,0.021593073771728043,6.271486252643721,0.9723374827109267,0.45882352941176463,0.8405481635906554,0.6739130434782609,"['22698', '22697']",['22699'],"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",['ROSES REGENCY TEACUP AND SAUCER'],ROSES REGENCY TEACUP AND SAUCER
22699,"22698, 22697",0.045643396336824855,0.026917900403768506,0.022821698168412428,0.5,18.575,1.0,0.021593073771728043,1.946164199192463,0.9914157826966706,0.45882352941176463,0.48616874135546334,0.6739130434782609,['22699'],"['22698', '22697']",['ROSES REGENCY TEACUP AND SAUCER'],"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']","PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER"
"22699, 22423",22697,0.02457721341213646,0.04043536778044356,0.018257358534729942,0.7428571428571429,18.371469919371513,1.0,0.017263569871391753,3.731640236409387,0.9693927465539439,0.39048811013767204,0.732021326642622,0.597188339880091,"['22699', '22423']",['22697'],"['ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']",['GREEN REGENCY TEACUP AND SAUCER'],GREEN REGENCY TEACUP AND SAUCER
22697,"22699, 22423",0.04043536778044356,0.02457721341213646,0.018257358534729942,0.4515195369030391,18.371469919371513,1.0,0.017263569871391753,1.7784093549662632,0.9854133243266063,0.39048811013767204,0.4376997640012019,0.597188339880091,['22697'],"['22699', '22423']",['GREEN REGENCY TEACUP AND SAUCER'],"['ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']","ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER"
"22697, 22423",22699,0.02188542337175961,0.045643396336824855,0.018257358534729942,0.8342245989304813,18.277005347593583,1.0,0.01725843348177351,5.756925318871411,0.9664373317379599,0.3705463182897863,0.8262961659895146,0.6171122994652407,"['22697', '22423']",['22699'],"['GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']",['ROSES REGENCY TEACUP AND SAUCER'],ROSES REGENCY TEACUP AND SAUCER
22699,"22697, 22423",0.045643396336824855,0.02188542337175961,0.018257358534729942,0.4,18.277005347593583,1.0,0.01725843348177351,1.6301909610470675,0.9904960451284569,0.3705463182897863,0.386574932695184,0.6171122994652407,['22699'],"['22697', '22423']",['ROSES REGENCY TEACUP AND SAUCER'],"['GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']","GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER"
22866,22865,0.02750307215167652,0.03341330680554743,0.016443326116215108,0.5978723404255318,17.893240675187236,1.0,0.015524357528316032,2.403681194716363,0.9708133232575413,0.36973684210526314,0.5839714508737083,0.5449957148712598,['22866'],['22865'],['HAND WARMER SCOTTY DOG DESIGN'],['HAND WARMER OWL DESIGN'],HAND WARMER OWL DESIGN
22865,22866,0.03341330680554743,0.02750307215167652,0.016443326116215108,0.49211908931698767,17.893240675187236,1.0,0.015524357528316032,1.9148129165565264,0.9767494018172346,0.36973684210526314,0.47775576853829965,0.5449957148712598,['22865'],['22866'],['HAND WARMER OWL DESIGN'],['HAND WARMER SCOTTY DOG DESIGN'],HAND WARMER SCOTTY DOG DESIGN
22698,22699,0.03224296330973141,0.045643396336824855,0.02551348820878928,0.7912885662431941,17.336320908371725,1.0,0.024041809855369505,4.572612944507907,0.9737130278779702,0.48715083798882675,0.7813066594230145,0.6751314626087765,['22698'],['22699'],['PINK REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER'],ROSES REGENCY TEACUP AND SAUCER
22699,22698,0.045643396336824855,0.03224296330973141,0.02551348820878928,0.558974358974359,17.336320908371725,1.0,0.024041809855369505,2.1943328157511903,0.9873852507845896,0.48715083798882675,0.5442806155830705,0.6751314626087765,['22699'],['22698'],['ROSES REGENCY TEACUP AND SAUCER'],['PINK REGENCY TEACUP AND SAUCER'],PINK REGENCY TEACUP AND SAUCER
22697,22699,0.04043536778044356,0.045643396336824855,0.0316577915618234,0.7829232995658467,17.153046495231738,1.0,0.029812184044195333,4.396402754208363,0.9813839386661598,0.5817204301075269,0.7725413125440403,0.7382565215777952,['22697'],['22699'],['GREEN REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER'],ROSES REGENCY TEACUP AND SAUCER
22699,22697,0.045643396336824855,0.04043536778044356,0.0316577915618234,0.6935897435897437,17.153046495231738,1.0,0.029812184044195333,3.1316335277458336,0.9867394583510755,0.5817204301075269,0.6806778343825546,0.7382565215777952,['22699'],['22697'],['ROSES REGENCY TEACUP AND SAUCER'],['GREEN REGENCY TEACUP AND SAUCER'],GREEN REGENCY TEACUP AND SAUCER
22865,22867,0.03341330680554743,0.02767862367604892,0.015624085669143894,0.46760070052539404,16.893928903337123,1.0,0.014699251324300782,1.8263010061874212,0.9733292882625377,0.34362934362934366,0.4524451354885929,0.5160413650618514,['22865'],['22867'],['HAND WARMER OWL DESIGN'],['HAND WARMER BIRD DESIGN'],HAND WARMER BIRD DESIGN
22867,22865,0.02767862367604892,0.03341330680554743,0.015624085669143894,0.5644820295983086,16.89392890333712,1.0,0.014699251324300782,2.2193956596163886,0.9675886605392754,0.34362934362934366,0.5494268921059146,0.5160413650618514,['22867'],['22865'],['HAND WARMER BIRD DESIGN'],['HAND WARMER OWL DESIGN'],HAND WARMER OWL DESIGN
22629,22630,0.041196091052723975,0.03604657967113348,0.024811282111299668,0.6022727272727273,16.708179604486425,1.0,0.023326303933028383,2.4236543139697218,0.9805436403521398,0.4732142857142857,0.5873999050788342,0.6452922077922079,['22629'],['22630'],['SPACEBOY LUNCH BOX'],['DOLLY GIRL LUNCH BOX'],DOLLY GIRL LUNCH BOX
22630,22629,0.03604657967113348,0.041196091052723975,0.024811282111299668,0.6883116883116883,16.70817960448642,1.0,0.023326303933028383,3.076162541205844,0.9753055027724039,0.4732142857142857,0.6749196485540703,0.6452922077922079,['22630'],['22629'],['DOLLY GIRL LUNCH BOX'],['SPACEBOY LUNCH BOX'],SPACEBOY LUNCH BOX
82483,82486,0.029609690444145357,0.03259406635847621,0.016033705892679502,0.541501976284585,16.61351395462706,1.0,0.01506860567748909,2.1099457000974615,0.9684845662451786,0.34727503168567814,0.5260541539273695,0.5167114908352907,['82483'],['82486'],['WOOD 2 DRAWER CABINET WHITE FINISH'],['WOOD S/3 CABINET ANT WHITE FINISH'],WOOD S/3 CABINET ANT WHITE FINISH
82486,82483,0.03259406635847621,0.029609690444145357,0.016033705892679502,0.4919210053859964,16.61351395462706,1.0,0.01506860567748909,1.909920149903219,0.9714722696614926,0.34727503168567814,0.4764179015281489,0.5167114908352907,['82486'],['82483'],['WOOD S/3 CABINET ANT WHITE FINISH'],['WOOD 2 DRAWER CABINET WHITE FINISH'],WOOD 2 DRAWER CABINET WHITE FINISH
22625,22624,0.025923108432324888,0.03610509684592428,0.01550705131956229,0.5981941309255079,16.56813533774069,1.0,0.014571094979065804,2.398906978074469,0.9646499017271983,0.3333333333333333,0.5831434861210542,0.5138458499035967,['22625'],['22624'],['RED KITCHEN SCALES'],['IVORY KITCHEN SCALES'],IVORY KITCHEN SCALES
22624,22625,0.03610509684592428,0.025923108432324888,0.01550705131956229,0.42949756888168555,16.56813533774069,1.0,0.014571094979065804,1.7074018241399305,0.9748398654778376,0.3333333333333333,0.4143147876137886,0.5138458499035967,['22624'],['22625'],['IVORY KITCHEN SCALES'],['RED KITCHEN SCALES'],RED KITCHEN SCALES
23300,23301,0.0370998888173679,0.044180466967054834,0.02709345192814091,0.7302839116719242,16.529565253723856,1.0,0.02545436151576378,3.543798736508111,0.9757007297210207,0.49999999999999994,0.717816931955523,0.6717644723922535,['23300'],['23301'],['GARDENERS KNEELING PAD CUP OF TEA'],['GARDENERS KNEELING PAD KEEP CALM'],GARDENERS KNEELING PAD KEEP CALM
23301,23300,0.044180466967054834,0.0370998888173679,0.02709345192814091,0.6132450331125827,16.529565253723856,1.0,0.02545436151576378,2.4896903559687913,0.9829285850103707,0.49999999999999994,0.5983436263057385,0.6717644723922535,['23301'],['23300'],['GARDENERS KNEELING PAD KEEP CALM'],['GARDENERS KNEELING PAD CUP OF TEA'],GARDENERS KNEELING PAD CUP OF TEA
22328,22326,0.026742348879396104,0.03481771900052665,0.015331499795189888,0.5733041575492341,16.46587352665355,1.0,0.014400392206493026,2.2619912944449196,0.9650767489507948,0.33164556962025316,0.5579116495912976,0.5068201460015078,['22328'],['22326'],['ROUND SNACK BOXES SET OF 4 FRUITS'],['ROUND SNACK BOXES SET OF4 WOODLAND'],ROUND SNACK BOXES SET OF4 WOODLAND
22326,22328,0.03481771900052665,0.026742348879396104,0.015331499795189888,0.44033613445378156,16.46587352665355,1.0,0.014400392206493026,1.7390039111614395,0.9731512361191718,0.33164556962025316,0.4249581650842156,0.5068201460015078,['22326'],['22328'],['ROUND SNACK BOXES SET OF4 WOODLAND'],['ROUND SNACK BOXES SET OF 4 FRUITS'],ROUND SNACK BOXES SET OF 4 FRUITS
23321,23322,0.03405699572824624,0.02984375914330856,0.016443326116215108,0.4828178694158075,16.1781854322485,1.0,0.01542693733855664,1.8758502730185858,0.9712668000009487,0.34648581997533906,0.4669084124764301,0.5168991307863351,['23321'],['23322'],['SMALL WHITE HEART OF WICKER'],['LARGE WHITE HEART OF WICKER'],LARGE WHITE HEART OF WICKER
23322,23321,0.02984375914330856,0.03405699572824624,0.016443326116215108,0.5509803921568627,16.178185432248497,1.0,0.01542693733855664,2.151226778072464,0.9670487404316098,0.34648581997533906,0.5351489623534638,0.5168991307863351,['23322'],['23321'],['LARGE WHITE HEART OF WICKER'],['SMALL WHITE HEART OF WICKER'],SMALL WHITE HEART OF WICKER
21914,21915,0.03025337936684417,0.03265258353326701,0.0159166715430979,0.5261121856866537,16.112421399998613,1.0,0.014928820546158404,2.0413004665849015,0.9671970616631881,0.3387297633872976,0.5101162144576388,0.5067836914096351,['21914'],['21915'],['BLUE HARMONICA IN BOX'],['RED  HARMONICA IN BOX'],RED  HARMONICA IN BOX
21915,21914,0.03265258353326701,0.03025337936684417,0.0159166715430979,0.48745519713261654,16.112421399998613,1.0,0.014928820546158404,1.892023126969584,0.9695958929213208,0.3387297633872976,0.4714652343591168,0.5067836914096351,['21915'],['21914'],['RED  HARMONICA IN BOX'],['BLUE HARMONICA IN BOX'],BLUE HARMONICA IN BOX
23200,23199,0.027444554976885718,0.041898297150213586,0.018257358534729942,0.6652452025586353,15.877619087324748,1.0,0.01710747841515301,2.862099991315603,0.9634599956802122,0.35738831615120276,0.6506061971858864,0.5504996962513846,['23200'],['23199'],['JUMBO BAG PEARS'],['JUMBO BAG APPLES'],JUMBO BAG APPLES
23199,23200,0.041898297150213586,0.027444554976885718,0.018257358534729942,0.43575418994413406,15.877619087324748,1.0,0.01710747841515301,1.723637867912252,0.9779945720518616,0.35738831615120276,0.4198317299612098,0.5504996962513846,['23199'],['23200'],['JUMBO BAG APPLES'],['JUMBO BAG PEARS'],JUMBO BAG PEARS
22356,20724,0.028497864123120137,0.04324419217040201,0.018842530282637954,0.6611909650924025,15.289705551372213,1.0,0.01761016317005174,2.8238792631091774,0.9620117983240812,0.3561946902654867,0.6458772111598817,0.5484574581889617,['22356'],['20724'],['CHARLOTTE BAG PINK POLKADOT'],['RED RETROSPOT CHARLOTTE BAG'],RED RETROSPOT CHARLOTTE BAG
20724,22356,0.04324419217040201,0.028497864123120137,0.018842530282637954,0.435723951285521,15.289705551372213,1.0,0.01761016317005174,1.7216788451151421,0.9768391361331129,0.3561946902654867,0.4191715819490584,0.5484574581889617,['20724'],['22356'],['RED RETROSPOT CHARLOTTE BAG'],['CHARLOTTE BAG PINK POLKADOT'],CHARLOTTE BAG PINK POLKADOT
22727,"22726, 22728",0.05131956229153257,0.020071390953244776,0.015624085669143894,0.30444697833523376,15.168205285046094,1.0,0.014594030670841146,1.4088481805475481,0.9846019640512276,0.2801678908709339,0.29020031128453416,0.5414363171559551,['22727'],"['22726', '22728']",['ALARM CLOCK BAKELIKE RED'],"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK']","ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE PINK"
"22726, 22728",22727,0.020071390953244776,0.05131956229153257,0.015624085669143894,0.7784256559766765,15.168205285046092,1.0,0.014594030670841146,4.281544607026374,0.9532047677772901,0.2801678908709339,0.7664394297425009,0.5414363171559551,"['22726', '22728']",['22727'],"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK']",['ALARM CLOCK BAKELIKE RED'],ALARM CLOCK BAKELIKE RED
21928,21929,0.0316577915618234,0.035227339224062265,0.01650184329100591,0.521256931608133,14.796943030317914,1.0,0.0153866235285729,2.015220113821553,0.962901818393772,0.3275261324041811,0.5037762906684894,0.49484773490705647,['21928'],['21929'],['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],['JUMBO BAG PINK VINTAGE PAISLEY'],JUMBO BAG PINK VINTAGE PAISLEY
21929,21928,0.035227339224062265,0.0316577915618234,0.01650184329100591,0.46843853820597997,14.796943030317912,1.0,0.0153866235285729,1.8216937796243193,0.9664644441547973,0.3275261324041811,0.4510603202442586,0.49484773490705647,['21929'],['21928'],['JUMBO BAG PINK VINTAGE PAISLEY'],['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],JUMBO BAG SCANDINAVIAN BLUE PAISLEY
22617,22138,0.024752764936508867,0.04979811574697174,0.01819884135993914,0.735224586288416,14.764104530061974,1.0,0.01696620030657329,3.5887089021342042,0.9559300700002276,0.32294911734164067,0.7213482544083473,0.5503384976095429,['22617'],['22138'],['BAKING SET SPACEBOY DESIGN'],['BAKING SET 9 PIECE RETROSPOT'],BAKING SET 9 PIECE RETROSPOT
22138,22617,0.04979811574697174,0.024752764936508867,0.01819884135993914,0.36545240893066977,14.764104530061974,1.0,0.01696620030657329,1.5369174019241312,0.981126403905887,0.32294911734164067,0.349346946850847,0.5503384976095429,['22138'],['22617'],['BAKING SET 9 PIECE RETROSPOT'],['BAKING SET SPACEBOY DESIGN'],BAKING SET SPACEBOY DESIGN
22726,"22727, 22728",0.045877465035988066,0.023172801217157236,0.015624085669143894,0.3405612244897959,14.696592841682127,1.0,0.014560976291517862,1.4813008198176958,0.9767686895520434,0.29244249726177435,0.32491767599030263,0.50740182436611,['22726'],"['22727', '22728']",['ALARM CLOCK BAKELIKE GREEN'],"['ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK']","ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE PINK"
"22727, 22728",22726,0.023172801217157236,0.045877465035988066,0.015624085669143894,0.6742424242424242,14.696592841682126,1.0,0.014560976291517862,2.9289342933778966,0.9540653856793906,0.29244249726177435,0.6585788891676656,0.50740182436611,"['22727', '22728']",['22726'],"['ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK']",['ALARM CLOCK BAKELIKE GREEN'],ALARM CLOCK BAKELIKE GREEN
22551,22554,0.03388144420387384,0.034349581602200245,0.01708701503891392,0.5043177892918825,14.681919422843238,1.0,0.015923201606432562,1.948124014816467,0.9645700405731686,0.33409610983981697,0.48668565635734945,0.5008812115113587,['22551'],['22554'],['PLASTERS IN TIN SPACEBOY'],['PLASTERS IN TIN WOODLAND ANIMALS'],PLASTERS IN TIN WOODLAND ANIMALS
22554,22551,0.034349581602200245,0.03388144420387384,0.01708701503891392,0.49744463373083475,14.681919422843238,1.0,0.015923201606432562,1.9224121771265288,0.9650376542154292,0.33409610983981697,0.4798201905406563,0.5008812115113587,['22554'],['22551'],['PLASTERS IN TIN WOODLAND ANIMALS'],['PLASTERS IN TIN SPACEBOY'],PLASTERS IN TIN SPACEBOY
"22726, 22727",22728,0.03101410263912458,0.035871028146761075,0.015624085669143894,0.5037735849056604,14.044024131244422,1.0,0.014511577920429319,1.9429215022137514,0.9585230702698986,0.30479452054794526,0.48531116730109436,0.4696681953892087,"['22726', '22727']",['22728'],"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED']",['ALARM CLOCK BAKELIKE PINK'],ALARM CLOCK BAKELIKE PINK
22728,"22726, 22727",0.035871028146761075,0.03101410263912458,0.015624085669143894,0.4355628058727569,14.044024131244422,1.0,0.014511577920429319,1.716729349948603,0.9633517553167791,0.30479452054794526,0.4174969979805268,0.4696681953892087,['22728'],"['22726', '22727']",['ALARM CLOCK BAKELIKE PINK'],"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED']","ALARM CLOCK BAKELIKE GREEN, ALARM CLOCK BAKELIKE RED"
22835,22112,0.029551173269354556,0.040610919304815966,0.016852946339750718,0.5702970297029704,14.042948041201814,1.0,0.015652846026746325,2.232679657839023,0.9570724962480571,0.31613611416026344,0.552107712143584,0.49264131024053415,['22835'],['22112'],['HOT WATER BOTTLE I AM SO POORLY'],['CHOCOLATE HOT WATER BOTTLE'],CHOCOLATE HOT WATER BOTTLE
22112,22835,0.040610919304815966,0.029551173269354556,0.016852946339750718,0.414985590778098,14.042948041201814,1.0,0.015652846026746325,1.6588460240174085,0.9681055369184373,0.31613611416026344,0.3971712952729689,0.49264131024053415,['22112'],['22835'],['CHOCOLATE HOT WATER BOTTLE'],['HOT WATER BOTTLE I AM SO POORLY'],HOT WATER BOTTLE I AM SO POORLY
20723,20724,0.02879044999707414,0.04324419217040201,0.017321083738077125,0.6016260162601625,13.91229633541261,1.0,0.0160760639857313,2.401652333939603,0.9556342810244117,0.3165775401069519,0.5836199995027472,0.5010836441246685,['20723'],['20724'],['STRAWBERRY CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],RED RETROSPOT CHARLOTTE BAG
20724,20723,0.04324419217040201,0.02879044999707414,0.017321083738077125,0.40054127198917455,13.91229633541261,1.0,0.0160760639857313,1.6201441477475444,0.9700710802545666,0.3165775401069519,0.3827709704779782,0.5010836441246685,['20724'],['20723'],['RED RETROSPOT CHARLOTTE BAG'],['STRAWBERRY CHARLOTTE BAG'],STRAWBERRY CHARLOTTE BAG
22726,22727,0.045877465035988066,0.05131956229153257,0.03101410263912458,0.6760204081632653,13.172762548577012,1.0,0.028659691214432584,2.9282104848954265,0.968518974964272,0.46861184792219257,0.6584944951333604,0.6401766807064901,['22726'],['22727'],['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE RED'],ALARM CLOCK BAKELIKE RED
22727,22726,0.05131956229153257,0.045877465035988066,0.03101410263912458,0.6043329532497149,13.172762548577012,1.0,0.028659691214432584,2.411427847733252,0.9740748758199144,0.46861184792219257,0.5853079324185451,0.6401766807064901,['22727'],['22726'],['ALARM CLOCK BAKELIKE RED'],['ALARM CLOCK BAKELIKE GREEN'],ALARM CLOCK BAKELIKE GREEN
22730,22727,0.027327520627304112,0.05131956229153257,0.018374392884311544,0.6723768736616702,13.10176555758755,1.0,0.01697195648720547,2.895645519018655,0.9496253143136983,0.30485436893203877,0.6546538609674489,0.5152078210953732,['22730'],['22727'],['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE RED'],ALARM CLOCK BAKELIKE RED
22727,22730,0.05131956229153257,0.027327520627304112,0.018374392884311544,0.35803876852907635,13.10176555758755,1.0,0.01697195648720547,1.515157663250185,0.9736412518210148,0.30485436893203877,0.3400026781009136,0.5152078210953732,['22727'],['22730'],['ALARM CLOCK BAKELIKE RED'],['ALARM CLOCK BAKELIKE IVORY'],ALARM CLOCK BAKELIKE IVORY
22730,22726,0.027327520627304112,0.045877465035988066,0.016092223067470303,0.588865096359743,12.835606673076082,1.0,0.014838505695370915,2.3207042907718414,0.9479981623478195,0.28176229508196726,0.5690963282239588,0.469815201241096,['22730'],['22726'],['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE GREEN'],ALARM CLOCK BAKELIKE GREEN
